0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.7181375263460895,0.7182378490276187,0.7165530539205985,0.721400471890162,0.7205649254570521,0.7214891029687867,0.7196469631513936,0.7216598928415866,0.7199165775324083,0.7215442583731132,0.7199072277228947,0.7198250257338883,0.7213187946732191,0.7213338890744769,0.7199240516350022,0.7197594444637251,0.7216073027081329,0.723367170215032,0.7181441727828709,0.7201392283777283,0.7229492451423711,0.7192732647922749,0.7200247594953917,0.7202900520258826,0.7190632762620672
0.718016056639127,0.7187756407142544,0.7167390786169823,0.7188112197007471,0.7198321998912586,0.7180381547753687,0.7167501488920937,0.7209751590273015,0.7194787559686262,0.7189609156226314,0.7188418056664553,0.7173959570437364,0.7205688283195609,0.7195219068111901,0.718736063965298,0.7218635124203995,0.7196519627622587,0.720892743362156,0.7151471295759454,0.7194529423582902,0.7193119949557114,0.7180239913285982,0.7175109722295101,0.7177803613243384,0.7176937444011708
0.7166535704291093,0.7188462528004533,0.7169858688513049,0.7182659652473601,0.7218249340575457,0.7197229189223975,0.7152929734275065,0.7181365737110094,0.7181713952458575,0.7205807485441419,0.7193126239175104,0.7179333019114785,0.720165884466742,0.7204560220401972,0.7203405944191634,0.7191055623495389,0.7205065142916051,0.7215374479128253,0.717070891423184,0.7179039250286012,0.7198323575495527,0.7183452709580681,0.7171634701337924,0.7194366065041019,0.7168492301569105
0.7160974248017584,0.7179624762252237,0.7180056435616182,0.7187702145369059,0.7184285153060784,0.7176349281581978,0.7188960753950672,0.7155613416708476,0.7184676901936714,0.7165011332890945,0.7174370856392913,0.7162469744785988,0.7180416657723535,0.7185146167092491,0.7195699089634953,0.7173069990962601,0.7176450758140046,0.7176802272236367,0.7158930288323592,0.7173392523386966,0.7200081290550463,0.7169384830429384,0.717672511872136,0.7205518932304157,0.7183902184622899
0.7169669867296897,0.7192774187499176,0.7168442002109299,0.7192116247672415,0.7195579773161931,0.7179556749748155,0.7173875453764227,0.7203887462458439,0.7164702214191112,0.7190973107527585,0.7167481948246393,0.718547115851554,0.7175770955191001,0.7195884456596946,0.7205737696834495,0.7183185405978328,0.7198413556121331,0.7208252982820182,0.7171286544628108,0.716850460038273,0.7189883614528256,0.7207053293143972,0.7160548285304429,0.7184610477299753,0.7153879069040919
0.714968363786298,0.7180869179876106,0.7165500072913524,0.7190350575289465,0.7179957079677871,0.7190193470473967,0.7176398736429803,0.7190366753934267,0.7190898568173311,0.718370895170982,0.7194537774026001,0.71831426571272,0.7195676421010516,0.7184637569318264,0.7201942580089593,0.718188037348485,0.7184998224466285,0.7188194343584955,0.7161396736594554,0.7159040182485513,0.7176897755751381,0.7182794577076673,0.7200229080610859,0.7187350037062329,0.7186781920711913
0.7163550536630342,0.7185449864544395,0.7176961920042938,0.7180470375393679,0.7213824206256572,0.7204272006147528,0.7191327369037949,0.7185359578204942,0.7199198352505474,0.7181368130059868,0.7173386435133486,0.7175677368620351,0.7174608488556595,0.7203550641697631,0.7215862180304022,0.7200354050783905,0.7208005290530779,0.719154233256085,0.7180899463442069,0.720262439984951,0.7181988418949363,0.71737906056397,0.7198639512776762,0.7192496012470193,0.7173894934629015
0.7177380403237876,0.7206942552263416,0.7186073509773794,0.7193057897485359,0.7184111388695338,0.7169458469386469,0.7195153547877693,0.7184712930425623,0.7182735185158194,0.717835755458468,0.7190169157180345,0.7168349812895711,0.7211126082087997,0.7224618079841196,0.7191995579332238,0.721037826686235,0.7210035482367004,0.7182834380565405,0.7169009500370073,0.7172829136462285,0.719840354490872,0.7166191526625579,0.7199962768974868,0.7191423280867097,0.7176381129897854
0.717355855107221,0.7178999775844097,0.7174023545253668,0.7176104627947935,0.7176050603811992,0.7203883353975876,0.7183988487125945,0.718385330705397,0.7172751053344711,0.719026552689497,0.7180568391654646,0.7191667338344997,0.71888968372521,0.7191727097359982,0.7213624661223573,0.7193378109959366,0.7204045225015662,0.722137882891536,0.7192374169995653,0.717891204120909,0.7188495162335369,0.7174347626231743,0.7188454925833362,0.7201082302185554,0.718950261730552
0.7183456871442936,0.7198432650394792,0.7161002353624644,0.7215064906712751,0.7208116440952231,0.7181885127663449,0.7199184529778265,0.7217041291203761,0.7182734381174704,0.7199807626560264,0.7199361326078453,0.7189299725514731,0.7203482563010402,0.7222984374213666,0.7193254959762957,0.7209127007408858,0.7176639364733148,0.7204598066766813,0.7192566619027708,0.718919257418359,0.7196472007042396,0.7182373508768096,0.7188328722077735,0.7207736113709674,0.7184195536693692
0.7160392920478748,0.718636313614645,0.7174315017648426,0.719781322357533,0.7196981231593798,0.7189514835240667,0.7180974090701859,0.7194909422799645,0.717883855335638,0.7184875800181881,0.7177323689428287,0.719095577700229,0.7180575539885263,0.7205048021601098,0.7212203334099792,0.7187825201555607,0.7202341502301317,0.7216701487135755,0.7179462618061112,0.7192199916660819,0.7201978784448307,0.7174114830560585,0.7198494415307785,0.7220473830398597,0.7180001843246946
0.7178055936053309,0.7190098500501833,0.7184420615878018,0.72062891198766,0.7207060932682746,0.7178393572176374,0.7174104027979532,0.718877398370425,0.7190022041470546,0.718889909019576,0.7198249360570014,0.7194865352849801,0.718936117574878,0.7208077274001572,0.7220997938214574,0.7215450599279739,0.7180001478289882,0.7201412173099816,0.7173404419096698,0.7194391896322544,0.7194115801430755,0.7178700797605443,0.7184153296129117,0.7168267623877997,0.7195907097646004
0.715579678267146,0.7179379311715204,0.7179711522438351,0.7176609738347035,0.7211276167990578,0.7192278445211062,0.7190915388051453,0.7178510067752285,0.717168341536662,0.7202810488495839,0.7190114488890464,0.7189532766497273,0.7198377052567219,0.7190786149075646,0.720178544344989,0.7186482567120159,0.720544152489132,0.7219824518477387,0.7185145059112982,0.7175677669915104,0.7201301420847018,0.7190048526912179,0.7205510770875777,0.7195612084811812,0.7179992816760409
