0,1,2,3,4,5,6
0.018043103138181762,0.008961840295434054,0.010777566763296526,0.004949914151298907,0.005485144471816523,0.010172557773260009,0.019599498216211483
0.025901600066141325,0.013293452092216013,0.015564971493145698,0.007079503491491892,0.007802531983501488,0.014348640891181706,0.027216044334099333
0.01562238559107351,0.007081364906454233,0.00855408934390956,0.003182427623718282,0.003913842414306277,0.00857099895409599,0.01829824118595734
0.011854125355445638,0.004848931582243214,0.006063266235768504,0.0020245098285288205,0.0027007410345120456,0.006508151329644477,0.014759020823870294
0.011826690831146848,0.004821362731907996,0.006005063336988218,0.0019981807201201675,0.0026584824280861657,0.006454757442084961,0.014656676957449074
0.011894110550470904,0.004870161499735714,0.006057229612495645,0.0020553444000177556,0.0027132089708531587,0.00650744512072613,0.01473227200924807
0.012039347245599389,0.004964005507248259,0.00615366182595487,0.002081410744976829,0.0027487780863193157,0.006579771919411516,0.01487370990178016
0.012297228821422432,0.005119974565788334,0.006306900920996589,0.0021770765779179275,0.0028496969818609615,0.006716485605083975,0.01509513822703199
0.012629293951653095,0.005298704668869907,0.0064837934193032664,0.0022335814942641193,0.0029041561150174085,0.006824102698790421,0.015307161623529499
0.013214671801416864,0.005667060722272262,0.006883342850650794,0.002413059681796569,0.003089799462254433,0.007131713156649796,0.015841206240908838
0.014477373923101148,0.006438117120349289,0.007697533657663506,0.0028127383194904067,0.0035151960249970924,0.00782928205580797,0.016975863337865608
0.01638298497258604,0.00764113659700606,0.009041630906098379,0.0034662759851650997,0.004219081260754193,0.009001674815899726,0.019039101434066674
0.01649064963723668,0.009920692497479492,0.011130865540713788,0.0029098103510914355,0.003794480797136299,0.010372987072151289,0.02452318757383538
