0,1,2,3,4,5,6,7,8,9,10,11,12
0.7181375263460895,0.7182378490276187,0.7165530539205985,0.721400471890162,0.7205649254570521,0.7214891029687867,0.7196469631513936,0.7216598928415866,0.7199165775324083,0.7215442583731132,0.7199072277228947,0.7198250257338883,0.7213187946732191
0.718016056639127,0.7187756407142544,0.7167390786169823,0.7188112197007471,0.7198321998912586,0.7180381547753687,0.7167501488920937,0.7209751590273015,0.7194787559686262,0.7189609156226314,0.7188418056664553,0.7173959570437364,0.7205688283195609
0.7166535704291093,0.7188462528004533,0.7169858688513049,0.7182659652473601,0.7218249340575457,0.7197229189223975,0.7152929734275065,0.7181365737110094,0.7181713952458575,0.7205807485441419,0.7193126239175104,0.7179333019114785,0.720165884466742
0.7160974248017584,0.7179624762252237,0.7180056435616182,0.7187702145369059,0.7184285153060784,0.7176349281581978,0.7188960753950672,0.7155613416708476,0.7184676901936714,0.7165011332890945,0.7174370856392913,0.7162469744785988,0.7180416657723535
0.7169669867296897,0.7192774187499176,0.7168442002109299,0.7192116247672415,0.7195579773161931,0.7179556749748155,0.7173875453764227,0.7203887462458439,0.7164702214191112,0.7190973107527585,0.7167481948246393,0.718547115851554,0.7175770955191001
0.714968363786298,0.7180869179876106,0.7165500072913524,0.7190350575289465,0.7179957079677871,0.7190193470473967,0.7176398736429803,0.7190366753934267,0.7190898568173311,0.718370895170982,0.7194537774026001,0.71831426571272,0.7195676421010516
0.7163550536630342,0.7185449864544395,0.7176961920042938,0.7180470375393679,0.7213824206256572,0.7204272006147528,0.7191327369037949,0.7185359578204942,0.7199198352505474,0.7181368130059868,0.7173386435133486,0.7175677368620351,0.7174608488556595
0.7177380403237876,0.7206942552263416,0.7186073509773794,0.7193057897485359,0.7184111388695338,0.7169458469386469,0.7195153547877693,0.7184712930425623,0.7182735185158194,0.717835755458468,0.7190169157180345,0.7168349812895711,0.7211126082087997
0.717355855107221,0.7178999775844097,0.7174023545253668,0.7176104627947935,0.7176050603811992,0.7203883353975876,0.7183988487125945,0.718385330705397,0.7172751053344711,0.719026552689497,0.7180568391654646,0.7191667338344997,0.71888968372521
0.7183456871442936,0.7198432650394792,0.7161002353624644,0.7215064906712751,0.7208116440952231,0.7181885127663449,0.7199184529778265,0.7217041291203761,0.7182734381174704,0.7199807626560264,0.7199361326078453,0.7189299725514731,0.7203482563010402
0.7160392920478748,0.718636313614645,0.7174315017648426,0.719781322357533,0.7196981231593798,0.7189514835240667,0.7180974090701859,0.7194909422799645,0.717883855335638,0.7184875800181881,0.7177323689428287,0.719095577700229,0.7180575539885263
0.7178055936053309,0.7190098500501833,0.7184420615878018,0.72062891198766,0.7207060932682746,0.7178393572176374,0.7174104027979532,0.718877398370425,0.7190022041470546,0.718889909019576,0.7198249360570014,0.7194865352849801,0.718936117574878
0.715579678267146,0.7179379311715204,0.7179711522438351,0.7176609738347035,0.7211276167990578,0.7192278445211062,0.7190915388051453,0.7178510067752285,0.717168341536662,0.7202810488495839,0.7190114488890464,0.7189532766497273,0.7198377052567219
0.717319299322049,0.7186532904850926,0.7166320789434505,0.721449278569553,0.7181067975700435,0.7200014663736863,0.718650908928976,0.7189552656087107,0.7179827497872222,0.7182326297793107,0.7178493456803783,0.7185517810432483,0.7183954056502385
0.7150004957175359,0.7172182515013013,0.7186539271093443,0.719267765360305,0.7214033984176356,0.7165078996081408,0.7179043594419143,0.7159996126881675,0.7175093723666354,0.7197303426227559,0.715627663845169,0.7179169400313644,0.7175782948303402
0.718121619936168,0.717681273339916,0.7159606549106576,0.7190742496825931,0.7178064263848036,0.7179184532934392,0.7174693693081459,0.7171157909988047,0.7166930781003344,0.7180908534332587,0.719310908500223,0.71707244388726,0.7169697368975476
0.7156883462046829,0.7192539894332227,0.7156457838462066,0.7193733343830352,0.7200127994983853,0.7187520680340055,0.7172594988311725,0.7202078748009116,0.7170038611581631,0.7163202130973358,0.7203029467188686,0.7194865413677789,0.720940359193245
0.7158553550389388,0.7186812342009968,0.716013599748699,0.7185995748810837,0.7185239230399214,0.7183883135639929,0.7169086501359022,0.7180179805809925,0.7184364933946819,0.7187860797419785,0.7181017582340425,0.714602506650369,0.7201243953700917
0.7202758416136613,0.72000208703668,0.716380399079768,0.7180597472920197,0.7194075865366185,0.7194275217695647,0.7180890264815216,0.7188119047362735,0.7202525974667221,0.7179437618383889,0.7194496140105876,0.7183243215329624,0.7200598100385276
0.7181175871659202,0.7216077667275267,0.7182701130064755,0.7186463545758394,0.7191186859064453,0.7197822143074236,0.7202735186434099,0.7226528068798306,0.7210340534338778,0.7194201766484744,0.7199604842758232,0.7215799626999829,0.7198977754902479
0.7183804066639727,0.721349413312628,0.7163532619030161,0.7194857049242708,0.7210591207375241,0.7209824752834719,0.7188039847464301,0.7187513161867572,0.7204820362218547,0.7184554694987272,0.7203241445029671,0.7196753700547309,0.7213019614978783
0.7157058366455878,0.719475143681185,0.7171172951621144,0.7187103035817337,0.7193899954225955,0.7184716709019039,0.7183008980282142,0.7181991035108601,0.7180517876461109,0.7192835676117614,0.7180703863846046,0.7182528241278604,0.718374245797603
0.71711210598064,0.7183216379788165,0.7186535643420747,0.7192360717432749,0.721723510189678,0.7187592135976045,0.7207133795987699,0.7212125598007652,0.7158828547208954,0.7167705546434558,0.7205026186304212,0.7175244078391778,0.7202934187907192
0.7169614501526612,0.7162849703140122,0.7191953987024735,0.7166583681930325,0.7184158659504144,0.7186483863321367,0.7163564865688666,0.717185130259175,0.7177104501758375,0.7209400248107198,0.7171403075122111,0.7198768174361294,0.7184587278641297
0.7192272086875258,0.7173322441618102,0.7189391115953399,0.7191186076753825,0.7180430061017362,0.7188891516323237,0.7172378768394742,0.7181682958602673,0.717386668735195,0.7179691702771718,0.7169840122005111,0.7186415042566056,0.7156512769438007
