0,1,2,3,4,5,6,7,8,9,10,11,12
0.22533333333333336,0.22566666666666668,0.23666666666666666,0.24333333333333335,0.23366666666666666,0.23166666666666666,0.23566666666666666,0.23533333333333337,0.23899999999999996,0.23100000000000004,0.224,0.22133333333333335,0.21966666666666668
0.30533333333333335,0.32466666666666666,0.36233333333333334,0.3626666666666667,0.349,0.34733333333333327,0.35333333333333333,0.351,0.3506666666666666,0.3486666666666666,0.33766666666666667,0.33166666666666667,0.32966666666666666
0.28200000000000003,0.3043333333333333,0.345,0.35133333333333333,0.34,0.3383333333333333,0.34199999999999997,0.3403333333333334,0.344,0.34199999999999997,0.32999999999999996,0.322,0.3196666666666667
0.24699999999999997,0.2713333333333333,0.317,0.33266666666666667,0.3233333333333333,0.31999999999999995,0.32899999999999996,0.32899999999999996,0.333,0.32633333333333336,0.3153333333333333,0.30933333333333335,0.303
0.26666666666666666,0.29233333333333333,0.3456666666666667,0.36733333333333335,0.3596666666666667,0.35733333333333334,0.3653333333333333,0.3643333333333333,0.368,0.35833333333333334,0.346,0.33866666666666667,0.33599999999999997
0.2773333333333333,0.3103333333333333,0.36333333333333334,0.39133333333333337,0.39133333333333337,0.3866666666666667,0.39666666666666667,0.3933333333333333,0.39366666666666666,0.373,0.35833333333333334,0.3473333333333333,0.349
0.28300000000000003,0.31299999999999994,0.377,0.41333333333333333,0.42,0.41700000000000004,0.42599999999999993,0.4246666666666667,0.42499999999999993,0.3993333333333333,0.3793333333333333,0.368,0.368
0.2833333333333333,0.318,0.393,0.433,0.447,0.451,0.4606666666666666,0.4556666666666666,0.4613333333333334,0.43366666666666664,0.41466666666666663,0.3976666666666667,0.39933333333333326
0.27766666666666673,0.31633333333333336,0.3956666666666667,0.43866666666666665,0.46199999999999997,0.4743333333333334,0.49633333333333324,0.487,0.49466666666666675,0.4633333333333333,0.44166666666666665,0.42033333333333334,0.42033333333333334
0.28,0.3153333333333333,0.4016666666666667,0.44366666666666665,0.47233333333333327,0.49366666666666664,0.5176666666666667,0.5156666666666666,0.529,0.5016666666666667,0.4759999999999999,0.45133333333333336,0.44600000000000006
0.27199999999999996,0.30733333333333335,0.3916666666666666,0.42899999999999994,0.44933333333333325,0.4796666666666667,0.5096666666666666,0.5113333333333333,0.541,0.5513333333333332,0.53,0.5009999999999999,0.482
0.275,0.3076666666666667,0.3846666666666667,0.41733333333333333,0.43166666666666664,0.46399999999999997,0.4946666666666667,0.5016666666666667,0.5306666666666666,0.5596666666666666,0.5486666666666667,0.5206666666666666,0.497
0.24700000000000003,0.26866666666666666,0.3026666666666667,0.3073333333333333,0.313,0.31133333333333335,0.31133333333333335,0.3056666666666667,0.31200000000000006,0.3096666666666667,0.30200000000000005,0.30933333333333335,0.3226666666666667
