0,1,2,3,4,5,6
0.29885336296147136,0.43640547405412694,0.66676933172558,0.6889853950534863,0.6838416843663135,0.6590836191325662,0.31885802488331133
0.38321878770147855,0.49672371831350576,0.7269321125106382,0.7139220450335291,0.7109147551120468,0.7102393996283163,0.3970714747017566
0.3415606010742878,0.48134823481899786,0.7258509946697884,0.7808097321875592,0.774401324173432,0.7305714599529275,0.34139021993682467
0.3073259677438826,0.45127457051137027,0.6974243690244963,0.7727734367937573,0.7649071178183171,0.7050479089156095,0.303681232307639
0.3035670466146902,0.44515684500485675,0.6927606187434507,0.7682099884841402,0.7607547056450248,0.7004417430076002,0.3005056517319363
0.3044668955682595,0.4469788654050882,0.693708175255658,0.768640802643348,0.7617027064249821,0.7036767555038499,0.30303856370457755
0.30428079321578727,0.44702030193238707,0.6945352258350055,0.7684447369479481,0.7613821528905462,0.7040054316629376,0.3043855826821448
0.3049891104549129,0.44712086373480914,0.6956204646760188,0.7691093599006767,0.7623527830262743,0.7054833344198924,0.30585710406038386
0.3054934845230854,0.4476478508760108,0.6961185696749104,0.768420247502433,0.761816530786135,0.7058680060754624,0.3079004085813095
0.30912177013540354,0.4500151717877596,0.6980736443386738,0.7682161974197187,0.76261901232608,0.7105916231062429,0.3155103540034795
0.3175107447022308,0.45719583087442744,0.7035366838189593,0.7692699158114583,0.7648461485570838,0.7192844924127113,0.3300793076512208
0.33356523489839135,0.47338196976960284,0.7179701563048608,0.7772477461069067,0.7726634313205892,0.7337084801068329,0.3516605446021173
0.40698471139658743,0.5343890573826691,0.5425014688231848,0.44557827378724496,0.4261780816625581,0.48972189733072385,0.33710075713829823
